Date,Species,Origin,Quantity,Supplier,EmergedEarly,DOA,FTE,W,Parasite,NumberGlued,PecentEmergence
7/9/2020,Heliconius melpomene,COSTA RICA,46,CRES,,,5,2,,46,84.8
7/9/2020,Heliconius sara,COSTA RICA,30,CRES,,,6,1,,30,76.7
7/9/2020,Hypna clytemnestra,COSTA RICA,50,CRES,,,8,1,,50,82.0
7/9/2020,Mechanitis polymnia,COSTA RICA,15,CRES,,,,,,15,100.0
7/9/2020,Morpho peleides,COSTA RICA,207,CRES,,,9,29,,207,81.6
7/9/2020,Opsiphanes tamarindi,COSTA RICA,10,CRES,,,2,,,10,80.0
7/9/2020,Parides iphidamas,COSTA RICA,10,CRES,,,,1,,10,90.0
7/9/2020,Phoebis sennae,COSTA RICA,9,CRES,,,1,,,9,88.9
7/9/2020,Prepona omphale,COSTA RICA,20,CRES,,,12,1,,20,35.0
7/9/2020,Siproeta stelenes,COSTA RICA,51,CRES,,,1,1,,51,96.1
7/2/2020,Caligo memnon,BELIZE,3,LPS,,,1,,,3,66.7
7/2/2020,Cethosia cyane,MALAYSIA,60,LPS,,,,2,,60,96.7
7/2/2020,Chilasa clytia,THAILAND,80,LPS,,,21,,,80,73.8
7/2/2020,Hamadryas februa,BELIZE,11,LPS,8,,,,,3,100.0
7/2/2020,Hebomoia glaucippe,THAILAND,5,LPS,,,,,,5,100.0
7/2/2020,Heliconius atthis,ECUADOR,7,LPS,,,,1,,7,85.7
7/2/2020,Heliconius doris,ECUADOR,30,LPS,,,1,,,30,96.7
7/2/2020,Heliconius erato,ECUADOR,40,LPS,,,2,2,,40,90.0
7/2/2020,Heliconius ismenius,ECUADOR,27,LPS,,,2,4,,27,77.8
7/2/2020,Heliconius melpomene,ECUADOR,66,LPS,,8,4,5,,58,84.5
7/2/2020,Morpho peleides,USA,55,LPS,,,,2,,55,96.4
7/2/2020,Pachliopta kotzebuea,USA,7,LPS,,,1,,,7,85.7
7/2/2020,Papilio thoas,USA,12,LPS,,,1,,,12,91.7
7/2/2020,Parides iphidamas,ECUADOR,11,LPS,,,,,,11,100.0
7/2/2020,Parthenos sylvia lilacinus,THAILAND,67,LPS,,,1,8,,67,86.6
7/2/2020,Parthenos sylvia violaceae,MALAYSIA,9,LPS,,,2,,,9,77.8
7/2/2020,Tithorea harmonia,ECUADOR,8,LPS,,,4,3,,8,12.5
6/29/2020,Cethosia biblis,Philippines,30,LPS,3,,1,4,,27,81.5
6/29/2020,Cethosia cyane,USA,30,LPS,12,,1,3,,18,77.8
6/29/2020,Doleschallia bisaltide,PHILIPPINES,3,LPS,1,,,1,,2,50.0
6/29/2020,Graphium agamemnon,PHILIPPINES,30,LPS,,,2,5,,30,76.7
6/29/2020,Idea leuconoe,THAILAND,60,LPS,17,,2,6,,43,81.4
6/29/2020,Opsiphanes tamarindi,COLOMBIA,12,LPS,,,,,,12,100.0
6/29/2020,Pachliopta kotzebuea,Philippines,13,LPS,2,,,1,,11,90.9
6/29/2020,Papilio lowii,PHILIPPINES,40,LPS,1,,,1,,39,97.4
6/29/2020,Papilio palinurus,PHILIPPINES,20,LPS,4,,2,5,,16,56.3
6/29/2020,Papilio thoas,COLOMBIA,10,LPS,,,,1,,10,90.0
6/29/2020,Parthenos sylvia lilacinus,USA,30,LPS,10,,,4,,20,80.0
6/29/2020,Parthenos sylvia philippensis,Philippines,30,LPS,15,,,3,,15,80.0
6/29/2020,Parthenos sylvia violaceae,MALAYSIA,30,LPS,8,,5,7,,22,45.5
6/29/2020,Siproeta epaphus,COLOMBIA,10,LPS,,,,5,,10,50.0
6/29/2020,Siproeta stelenes,COLOMBIA,10,LPS,9,,,,,1,100.0
6/25/2020,Caligo atreus,COSTA RICA,10,CRES,,,,1,,10,90.0
6/25/2020,Caligo memnon,COSTA RICA,60,CRES,,,2,4,,60,90.0
6/25/2020,Catonephele numilia,COSTA RICA,25,CRES,,,1,3,,25,84.0
6/25/2020,Dryas iulia,COSTA RICA,15,CRES,,,1,1,,15,86.7
6/25/2020,Dryadula phaetusa,COSTA RICA,30,CRES,,,1,18,,30,36.7
6/25/2020,Eueides isabella,COSTA RICA,2,CRES,,,,,,2,100.0
6/25/2020,Hamadryas amphinome,COSTA RICA,27,CRES,,,2,1,,27,88.9
6/25/2020,Hamadryas februa,COSTA RICA,26,CRES,,,3,2,,26,80.8
6/25/2020,Hamadryas feronia,COSTA RICA,12,CRES,,,1,1,,12,83.3
6/25/2020,Heliconius charitonius,COSTA RICA,45,CRES,,,9,9,,45,60.0
6/25/2020,Heliconius doris,COSTA RICA,50,CRES,,,2,6,,50,84.0
6/25/2020,Heliconius erato,COSTA RICA,38,CRES,,,6,,,38,84.2
6/25/2020,Heliconius hecale,COSTA RICA,50,CRES,,,5,15,,50,60.0
6/25/2020,Heliconius hewitsoni,COSTA RICA,35,CRES,,,,3,,35,91.4
6/25/2020,Heliconius ismenius,COSTA RICA,3,CRES,,,,,,3,100.0
6/25/2020,Heliconius melpomene,COSTA RICA,50,CRES,,,9,15,,50,52.0
6/25/2020,Heliconius sara,COSTA RICA,20,CRES,,,3,3,,20,70.0
6/25/2020,Hypna clytemnestra,COSTA RICA,23,CRES,,,,5,,23,78.3
6/25/2020,Morpho peleides,COSTA RICA,180,CRES,,,10,57,,180,62.8
6/25/2020,Parides arcas,COSTA RICA,10,CRES,,,1,,,10,90.0
6/25/2020,Parides iphidamas,COSTA RICA,20,CRES,,,,,,20,100.0
6/25/2020,Phoebis philea,COSTA RICA,5,CRES,,,,,,5,100.0
6/25/2020,Phoebis sennae,COSTA RICA,2,CRES,,,,,,2,100.0
6/25/2020,Prepona omphale,COSTA RICA,10,CRES,,,,6,,10,40.0
6/25/2020,Siproeta epaphus,COSTA RICA,10,CRES,,,,4,,10,60.0
6/25/2020,Siproeta stelenes,COSTA RICA,33,CRES,,,1,,,33,97.0
6/11/2020,Cethosia cyane,THAILAND,65,LPS,,,3,1,,65,93.8
6/11/2020,Chilasa clytia,THAILAND,10,LPS,,,4,,,10,60.0
6/11/2020,Hebomoia glaucippe,THAILAND,10,LPS,,,,1,,10,90.0
6/11/2020,Kallima inachus,THAILAND,10,LPS,,,,,,10,100.0
6/11/2020,Papilio memnon,THAILAND,10,LPS,,,1,,,10,90.0
6/11/2020,Parthenos sylvia lilacinus,THAILAND,70,LPS,,,6,41,,70,32.9
6/10/2020,Caligo atreus,Costa Rica ,10,CRES,,,,2,,10,80.0
6/10/2020,Caligo memnon,Costa Rica ,124,CRES,,,1,11,,124,90.3
6/10/2020,Catonephele mexicana,Costa Rica ,40,CRES,,,,3,,40,92.5
6/10/2020,Catonephele numilia,Costa Rica ,20,CRES,,,,1,,20,95.0
6/10/2020,Dryas iulia,Costa Rica ,24,CRES,,,,,,24,100.0
6/10/2020,Dryadula phaetusa,Costa Rica ,7,CRES,,,,1,,7,85.7
6/10/2020,Eueides isabella,Costa Rica ,10,CRES,,,,,,10,100.0
6/10/2020,Hamadryas februa,Costa Rica ,4,CRES,,,,,,4,100.0
6/10/2020,Heliconius charitonius,Costa Rica ,32,CRES,,,4,,,32,87.5
6/10/2020,Heliconius cydno,Costa Rica ,10,CRES,,,,6,,10,40.0
6/10/2020,Heliconius doris,Costa Rica ,24,CRES,,,,2,,24,91.7
6/10/2020,Heliconius erato,Costa Rica ,10,CRES,,,1,2,,10,70.0
6/10/2020,Heliconius hecale,Costa Rica ,55,CRES,,,3,3,,55,89.1
6/10/2020,Heliconius hewitsoni,Costa Rica ,10,CRES,,,1,1,,10,80.0
6/10/2020,Heliconius melpomene,Costa Rica ,25,CRES,,,1,1,,25,92.0
6/10/2020,Heliconius sara,Costa Rica ,20,CRES,,,2,2,,20,80.0
6/10/2020,Hypna clytemnestra,Costa Rica ,47,CRES,,,3,13,,47,66.0
6/10/2020,Memphis eurypyle,Costa Rica ,17,CRES,,,2,2,,17,76.5
6/10/2020,Morpho peleides,Costa Rica ,189,CRES,,,6,40,,189,75.7
6/10/2020,Opsiphanes tamarindi,Costa Rica ,2,CRES,,,,,,2,100.0
6/10/2020,Papilio thoas,Costa Rica ,6,CRES,,,,1,,6,83.3
6/10/2020,Parides arcas,Costa Rica ,9,CRES,,,,,,9,100.0
6/10/2020,Parides iphidamas,Costa Rica ,20,CRES,,,1,1,,20,90.0
6/10/2020,Prepona omphale,Costa Rica ,20,CRES,,,4,6,,20,50.0
6/10/2020,Siproeta stelenes,Costa Rica ,55,CRES,,,1,1,,55,96.4
6/5/2020,Caligo atreus,USA,8,LPS,,,,2,,8,75.0
6/5/2020,Caligo memnon,COLOMBIA,7,LPS,,,1,2,,7,57.1
6/5/2020,Cethosia cyane,THAILAND,38,LPS,,,1,4,,38,86.8
6/5/2020,Chilasa clytia,THAILAND,74,LPS,,,11,9,,74,73.0
6/5/2020,Hebomoia glaucippe,THAILAND,15,LPS,,,,2,,15,86.7
6/5/2020,Heliconius atthis,ECUADOR,10,LPS,,,3,3,,10,40.0
6/5/2020,Heliconius erato,ECUADOR,8,LPS,,,1,,,8,87.5
6/5/2020,Heliconius ismenius,ECUADOR,29,LPS,,,3,4,,29,75.9
6/5/2020,Idea leuconoe,THAILAND,5,LPS,,,1,,,5,80.0
6/5/2020,Kallima inachus,THAILAND,7,LPS,,,,1,,7,85.7
6/5/2020,Papilio memnon,THAILAND,50,LPS,,,,4,,50,92.0
6/5/2020,Papilio nephelus,THAILAND,19,LPS,,,1,1,,19,89.5
6/5/2020,Parides iphidamas,ECUADOR,4,LPS,,,,,,4,100.0
6/5/2020,Parthenos sylvia lilacinus,THAILAND,132,LPS,,3,1,9,,129,92.2
6/5/2020,Tithorea harmonia,ECUADOR,5,LPS,,,,1,,5,80.0
6/5/2020,Anteos clorinde,COSTA RICA,5,EBN,,,1,,,5,80.0
6/5/2020,Archaeoprepona demophon,COSTA RICA,10,EBN,,,4,,,10,60.0
6/5/2020,Brassolis isthmia,COSTA RICA,5,EBN,,,1,,,5,80.0
6/5/2020,Catonephele mexicana,COSTA RICA,10,EBN,,,1,2,,10,70.0
6/5/2020,Colobura dirce,COSTA RICA,10,EBN,,,,3,,10,70.0
6/5/2020,Eueides isabella,COSTA RICA,5,EBN,,2,1,2,,3,0.0
6/5/2020,Hamadryas amphinome,COSTA RICA,10,EBN,,1,,,,9,100.0
6/5/2020,Hamadryas feronia,COSTA RICA,5,EBN,,,1,,,5,80.0
6/5/2020,Hamadryas laodamia,COSTA RICA,5,EBN,,,,,,5,100.0
6/5/2020,Heliconius charitonius,COSTA RICA,5,EBN,,,1,1,,5,60.0
6/5/2020,Heliconius doris,COSTA RICA,5,EBN,,,,1,,5,80.0
6/5/2020,Heliconius ismenius,COSTA RICA,5,EBN,,,1,,,5,80.0
6/5/2020,Heliconius melpomene,COSTA RICA,10,EBN,,1,,2,,9,77.8
6/5/2020,Hypna clytemnestra,COSTA RICA,10,EBN,,,,,,10,100.0
6/5/2020,Memphis eurypyle,COSTA RICA,10,EBN,,,1,4,,10,50.0
6/5/2020,Myscelia cyaniris,COSTA RICA,10,EBN,,,1,,,10,90.0
6/5/2020,Parides photinus,COSTA RICA,50,EBN,,,,3,,50,94.0
6/5/2020,Siproeta epaphus,COSTA RICA,10,EBN,,,,,,10,100.0
6/5/2020,Siproeta stelenes,COSTA RICA,10,EBN,,,1,1,,10,80.0
5/28/2020,Caligo atreus,COSTA RICA,80,CRES,,,,1,,80,98.8
5/28/2020,Caligo memnon,COSTA RICA,96,CRES,,,3,10,,96,86.5
5/28/2020,Catonephele mexicana,COSTA RICA,25,CRES,,,1,,,25,96.0
5/28/2020,Catonephele numilia,COSTA RICA,16,CRES,,,1,1,,16,87.5
5/28/2020,Dryas iulia,COSTA RICA,12,CRES,,,2,,,12,83.3
5/28/2020,Dryadula phaetusa,COSTA RICA,19,CRES,,,,,,19,100.0
5/28/2020,Hamadryas amphinome,COSTA RICA,12,CRES,,,2,1,,12,75.0
5/28/2020,Hamadryas februa,COSTA RICA,7,CRES,,,,,,7,100.0
5/28/2020,Hamadryas feronia,COSTA RICA,19,CRES,,,,1,1,19,94.7
5/28/2020,Hamadryas laodamia,COSTA RICA,10,CRES,,,,,,10,100.0
5/28/2020,Heliconius charitonius,COSTA RICA,14,CRES,,,1,,,14,92.9
5/28/2020,Heliconius doris,COSTA RICA,15,CRES,,,1,1,,15,86.7
5/28/2020,Heliconius erato,COSTA RICA,18,CRES,,,,3,,18,83.3
5/28/2020,Heliconius hecale,COSTA RICA,29,CRES,,,2,5,,29,75.9
5/28/2020,Heliconius hewitsoni,COSTA RICA,9,CRES,,,5,,,9,44.4
5/28/2020,Heliconius ismenius,COSTA RICA,5,CRES,,,2,1,,5,40.0
5/28/2020,Heliconius melpomene,COSTA RICA,20,CRES,,,3,,,20,85.0
5/28/2020,Hypna clytemnestra,COSTA RICA,15,CRES,,,,1,,15,93.3
5/28/2020,Mechanitis polymnia,COSTA RICA,8,CRES,,,1,,,8,87.5
5/28/2020,Morpho peleides,COSTA RICA,244,CRES,,,21,18,,244,84.0
5/28/2020,Papilio thoas,COSTA RICA,20,CRES,,,,3,,20,85.0
5/28/2020,Parides iphidamas,COSTA RICA,20,CRES,,,1,,,20,95.0
5/28/2020,Philaethria dido,COSTA RICA,10,CRES,,,1,4,,10,50.0
5/28/2020,Prepona omphale,COSTA RICA,8,CRES,,,,,,8,100.0
5/28/2020,Siproeta epaphus,COSTA RICA,11,CRES,,,1,3,,11,63.6
5/28/2020,Siproeta stelenes,COSTA RICA,31,CRES,,,,,,31,100.0
5/22/2020,Cethosia cyane,THAILAND,56,LPS,,2,1,10,,54,79.6
5/22/2020,Chilasa clytia,THAILAND,10,LPS,,,,,,10,100.0
5/22/2020,Idea leuconoe,THAILAND,20,LPS,,1,3,11,,19,26.3
5/22/2020,Opsiphanes tamarindi,BELIZE,5,LPS,,,,,,5,100.0
5/22/2020,Papilio memnon,THAILAND,60,LPS,,,,4,,60,93.3
5/22/2020,Papilio nephelus,THAILAND,18,LPS,,,,6,,18,66.7
5/22/2020,Papilio thoas,COLOMBIA,21,LPS,,,,3,,21,85.7
5/22/2020,Parthenos sylvia lilacinus,THAILAND,60,LPS,,7,1,4,,53,90.6
5/22/2020,Adelpha fessonia,COSTA RICA,20,EBN,,,,7,,20,65.0
5/22/2020,Archaeoprepona demophon,COSTA RICA,30,EBN,,,3,8,,30,63.3
5/22/2020,Caligo atreus,COSTA RICA,25,EBN,,,2,,,25,92.0
5/22/2020,Catonephele mexicana,COSTA RICA,15,EBN,,,1,,,15,93.3
5/22/2020,Catonephele numilia,COSTA RICA,5,EBN,,,,,,5,100.0
5/22/2020,Dione juno,COSTA RICA,5,EBN,,1,,2,,4,50.0
5/22/2020,Hamadryas amphinome,COSTA RICA,10,EBN,,,2,5,,10,30.0
5/22/2020,Hamadryas arinome,COSTA RICA,10,EBN,,,,,,10,100.0
5/22/2020,Hamadryas feronia,COSTA RICA,10,EBN,,3,,,,7,100.0
5/22/2020,Hamadryas laodamia,COSTA RICA,10,EBN,,8,,,,2,100.0
5/22/2020,Heliconius charitonius,COSTA RICA,10,EBN,,,,,,10,100.0
5/22/2020,Heliconius doris,COSTA RICA,10,EBN,,,,,,10,100.0
5/22/2020,Heliconius hecale,COSTA RICA,30,EBN,,,1,,,30,96.7
5/22/2020,Heliconius sara,COSTA RICA,15,EBN,,,,3,,15,80.0
5/22/2020,Hypna clytemnestra,COSTA RICA,10,EBN,,,4,2,,10,40.0
5/22/2020,Memphis eurypyle,COSTA RICA,10,EBN,,,2,,,10,80.0
5/22/2020,Myscelia cyaniris,COSTA RICA,10,EBN,,,1,,,10,90.0
5/22/2020,Papilio thoas,COSTA RICA,30,EBN,,,,4,,30,86.7
5/22/2020,Parides arcas,COSTA RICA,5,EBN,,,,4,,5,20.0
5/22/2020,Parides iphidamas,COSTA RICA,10,EBN,,,,,,10,100.0
5/22/2020,Parides photinus,COSTA RICA,10,EBN,,,,,,10,100.0
5/22/2020,Philaethria dido,COSTA RICA,10,EBN,,1,4,6,,9,-11.1
5/22/2020,Rothschildia orizaba,COSTA RICA,5,EBN,,,,,,5,100.0
5/22/2020,Siproeta epaphus,COSTA RICA,30,EBN,,,,9,,30,70.0
5/22/2020,Siproeta stelenes,COSTA RICA,30,EBN,,,7,,,30,76.7
5/21/2020,Anteos clorinde,COSTA RICA,15,CRES,,,1,,,15,93.3
5/21/2020,Ascia limona,COSTA RICA,10,CRES,,,,,,10,100.0
5/21/2020,Caligo atreus,COSTA RICA,7,CRES,,,1,1,,7,71.4
5/21/2020,Caligo memnon,COSTA RICA,163,CRES,,,10,15,,163,84.7
5/21/2020,Catonephele mexicana,COSTA RICA,15,CRES,,,1,,,15,93.3
5/21/2020,Catonephele numilia,COSTA RICA,10,CRES,,,1,1,,10,80.0
5/21/2020,Dione juno,COSTA RICA,10,CRES,,,3,,,10,70.0
5/21/2020,Dryadula phaetusa,COSTA RICA,20,CRES,,,,,,20,100.0
5/21/2020,Dryas iulia,COSTA RICA,16,CRES,,,4,3,,16,56.3
5/21/2020,Eryphanis polyxena,COSTA RICA,10,CRES,,,,1,,10,90.0
5/21/2020,Eueides isabella,COSTA RICA,6,CRES,,,,,,6,100.0
5/21/2020,Hamadryas februa,COSTA RICA,5,CRES,,,,1,,5,80.0
5/21/2020,Hamadryas feronia,COSTA RICA,15,CRES,,,,,,15,100.0
5/21/2020,Hamadryas laodamia,COSTA RICA,34,CRES,,,4,,,34,88.2
5/21/2020,Heliconius charitonius,COSTA RICA,10,CRES,,,,2,,10,80.0
5/21/2020,Heliconius cydno,COSTA RICA,4,CRES,,,,,,4,100.0
5/21/2020,Heliconius erato,COSTA RICA,10,CRES,,,,,,10,100.0
5/21/2020,Heliconius hecale,COSTA RICA,10,CRES,,,,,,10,100.0
5/21/2020,Heliconius melpomene,COSTA RICA,12,CRES,,,2,,,12,83.3
5/21/2020,Heliconius sara,COSTA RICA,9,CRES,,,,,,9,100.0
5/21/2020,Hypna clytemnestra,COSTA RICA,22,CRES,,,,,,22,100.0
5/21/2020,Morpho peleides,COSTA RICA,174,CRES,,,10,16,,174,85.1
5/21/2020,Papilio thoas,COSTA RICA,12,CRES,,,3,,,12,75.0
5/21/2020,Parides arcas,COSTA RICA,10,CRES,,,1,1,,10,80.0
5/21/2020,Parides iphidamas,COSTA RICA,10,CRES,,,2,,,10,80.0
5/21/2020,Philaethria dido,COSTA RICA,10,CRES,,,3,,,10,70.0
5/21/2020,Prepona omphale,COSTA RICA,10,CRES,,,1,2,,10,70.0
5/21/2020,Siproeta stelenes,COSTA RICA,10,CRES,,,5,,,10,50.0
5/15/2020,Caligo atreus,ECUADOR,2,LPS,,,1,,,2,50.0
5/15/2020,Heliconius atthis,ECUADOR,12,LPS,,,2,1,,12,75.0
5/15/2020,Heliconius doris,ECUADOR,12,LPS,,,3,,,12,75.0
5/15/2020,Heliconius erato,ECUADOR,5,LPS,,,,3,,5,40.0
5/15/2020,Heliconius ismenius,ECUADOR,16,LPS,,1,,3,,15,80.0
5/15/2020,Heliconius melpomene,ECUADOR,30,LPS,,,5,2,,30,76.7
5/15/2020,Methona confusa,ECUADOR,10,LPS,,,8,,,10,20.0
5/15/2020,Parides iphidamas,ECUADOR,5,LPS,,,,,,5,100.0
5/15/2020,Siproeta epaphus,ECUADOR,4,LPS,,,,1,,4,75.0
5/13/2020,Caligo memnon,COSTA RICA,120,CRES,,,1,23,,120,80.0
5/13/2020,Catonephele mexicana,COSTA RICA,10,CRES,,,,,,10,100.0
5/13/2020,Dryadula phaetusa,COSTA RICA,15,CRES,,,2,3,,15,66.7
5/13/2020,Eryphanis polyxena,COSTA RICA,7,CRES,,,,,,7,100.0
5/13/2020,Eueides isabella,COSTA RICA,9,CRES,,,2,3,,9,44.4
5/13/2020,Hamadryas februa,COSTA RICA,8,CRES,,,1,1,,8,75.0
5/13/2020,Hamadryas feronia,COSTA RICA,15,CRES,,,,,,15,100.0
5/13/2020,Hamadryas laodamia,COSTA RICA,4,CRES,,,,,,4,100.0
5/13/2020,Heliconius charitonius,COSTA RICA,15,CRES,,,1,3,,15,73.3
5/13/2020,Heliconius erato,COSTA RICA,14,CRES,,,3,1,,14,71.4
5/13/2020,Heliconius hewitsoni,COSTA RICA,15,CRES,,,,,,15,100.0
5/13/2020,Heliconius ismenius,COSTA RICA,10,CRES,,,2,3,,10,50.0
5/13/2020,Mechanitis polymnia,COSTA RICA,15,CRES,,,,,,15,100.0
5/13/2020,Morpho peleides,COSTA RICA,120,CRES,,,2,11,,120,89.2
5/13/2020,Opsiphanes tamarindi,COSTA RICA,6,CRES,,,2,1,,6,50.0
5/13/2020,Parides arcas,COSTA RICA,17,CRES,,,1,2,,17,82.4
5/13/2020,Parides iphidamas,COSTA RICA,10,CRES,,,,,,10,100.0
5/13/2020,Philaethria dido,COSTA RICA,18,CRES,,,8,3,,18,38.9
5/13/2020,Phoebis philea,COSTA RICA,5,CRES,,,,4,,5,20.0
5/13/2020,Siproeta stelenes,COSTA RICA,21,CRES,,,1,2,,21,85.7
5/11/2020,Caligo memnon,BELIZE,23,LPS,,,,1,,23,95.7
5/11/2020,Eueides isabella,BELIZE,5,LPS,,,,,,5,100.0
5/11/2020,Hamadryas februa,BELIZE,5,LPS,,,,1,,5,80.0
5/11/2020,Morpho peleides,BELIZE,5,LPS,,,,,,5,100.0
5/11/2020,Myscelia ethusa,BELIZE,13,LPS,,,,4,,13,69.2
5/11/2020,Opsiphanes tamarindi,BELIZE,5,LPS,,,,,,5,100.0
5/6/2020,Anartia jatrophae,USA,236,BD,,,13,49,,236,73.7
5/6/2020,Ascia monuste,USA,205,BD,,,9,60,,205,66.3
5/6/2020,Battus philenor,USA,15,BD,,,,10,,15,33.3
5/6/2020,Dryas iulia,USA,50,BD,,,8,,,50,84.0
5/6/2020,Heliconius charitonius,USA,50,BD,,,11,1,,50,76.0
5/6/2020,Heraclides cresphontes,USA,20,BD,,,2,,,20,90.0
5/6/2020,Junonia coenia,USA,18,BD,,,1,4,,18,72.2
5/6/2020,Siproeta stelenes,USA,10,BD,,,,3,,10,70.0
5/6/2020,Vanessa atalanta,USA,7,BD,,,1,,,7,85.7
5/1/2020,Heraclides cresphontes,USA,10,BD,,,,,,10,100.0
5/1/2020,Battus philenor,USA,10,BD,,,,4,,10,60.0
5/1/2020,Pterourus troilus,USA,4,BD,,,,,,4,100.0
5/1/2020,Siproeta stelenes,USA,10,BD,,,1,2,,10,70.0
5/1/2020,Vanessa atalanta,USA,15,BD,,,1,1,,15,86.7
5/1/2020,Anartia jatrophae,USA,30,BD,,,,14,,30,53.3
5/1/2020,Heliconius charitonius,USA,30,BD,,,,5,,30,83.3
5/1/2020,Dryas julia,USA,40,BD,,,2,14,,40,60.0
5/1/2020,Eumaeus atala ,USA,40,BD,,,1,1,,40,95.0
5/1/2020,Ascia monuste,USA,32,BD,,,,8,,32,75.0
4/2/2020,Attacus atlas,USA,5,LPS,,,,1,,5,80.0
4/2/2020,Caligo atreus,USA,4,LPS,,,,1,,4,75.0
4/2/2020,Caligo memnon,USA,28,LPS,,,,3,,28,89.3
4/2/2020,Chilasa clytia,USA,9,LPS,,,,,,9,100.0
4/2/2020,Graphium agamemnon,USA,4,LPS,,,,,,4,100.0
4/2/2020,Morpho peleides,USA,30,LPS,,,,,,30,100.0
4/2/2020,Ornithoptera priamus,USA,5,LPS,,,,,,5,100.0
4/2/2020,Pachliopta aristolachiae,USA,5,LPS,,,,,,5,100.0
4/2/2020,Papilio memnon,USA,10,LPS,,,,,,10,100.0
3/26/2020,Argema mimosae,USA,10,LPS,,,,,,10,100.0
3/26/2020,Attacus atlas,USA,20,LPS,,,,,,20,100.0
3/26/2020,Battus polydamas,USA,5,LPS,,,,,,5,100.0
3/26/2020,Colobura dirce,USA,7,LPS,,,,,,7,100.0
3/26/2020,Danaus plexippus,USA,10,LPS,,,,1,,10,90.0
3/26/2020,Heliconius atthis,ECUADOR,17,LPS,,,,3,,17,82.4
3/26/2020,Heliconius doris,USA,28,LPS,,,1,3,,28,85.7
3/26/2020,Heliconius erato,ECUADOR,15,LPS,,,,,,15,100.0
3/26/2020,Heliconius ismenius,ECUADOR,38,LPS,,,,,,38,100.0
3/26/2020,Heliconius melpomene,USA,74,LPS,,,,1,,74,98.6
3/26/2020,Heliconius numata,ECUADOR,16,LPS,,,,2,,16,87.5
3/26/2020,Idea leuconoe,USA,20,LPS,,,4,5,,20,55.0
3/26/2020,Morpho peleides,USA,50,LPS,,,6,7,,50,74.0
3/26/2020,Opsiphanes tamarindi,USA,10,LPS,,,,,,10,100.0
3/26/2020,Pachliopta kotzebuea,USA,10,LPS,,,,,,10,100.0
3/26/2020,Papilio lowii,USA,25,LPS,,,,,,25,100.0
3/26/2020,Papilio palinurus,USA,10,LPS,,,,,,10,100.0
3/26/2020,Papilio rumanzovia,USA,6,LPS,,,,,,6,100.0
3/26/2020,Papilio thoas,USA,9,LPS,,,1,3,,9,55.6
3/26/2020,Parthenos sylvia lilacinus,THAILAND,29,LPS,,,,7,,29,75.9
3/26/2020,Parthenos sylvia violaceae,MALAYSIA,10,LPS,,,,2,,10,80.0
3/26/2020,Prepona omphale,USA,4,LPS,,,2,,,4,50.0
3/26/2020,Rothschildia lebeau,COSTA RICA,5,LPS,,,,,,5,100.0
3/26/2020,Siproeta epaphus,USA,12,LPS,,,,,,12,100.0
3/26/2020,Siproeta stelenes,USA,5,LPS,,,,,,5,100.0
3/26/2020,Caligo memnon,COSTA RICA,10,CRES,,,2,1,,10,70.0
3/26/2020,Catonephele numilia,COSTA RICA,12,CRES,,,,1,,12,91.7
3/26/2020,Eryphanis polyxena,COSTA RICA,10,CRES,,,,,,10,100.0
3/26/2020,Hamadryas laodamia,COSTA RICA,3,CRES,,,1,,,3,66.7
3/26/2020,Heliconius charitonius,COSTA RICA,9,CRES,,,,1,,9,88.9
3/26/2020,Heliconius doris,COSTA RICA,3,CRES,,,,,,3,100.0
3/26/2020,Heliconius erato,COSTA RICA,6,CRES,,,1,1,,6,66.7
3/26/2020,Heliconius hecale,COSTA RICA,6,CRES,,,,1,,6,83.3
3/26/2020,Heliconius hewitsoni,COSTA RICA,10,CRES,,,,3,,10,70.0
3/26/2020,Heliconius ismenius,COSTA RICA,12,CRES,,,,3,,12,75.0
3/26/2020,Heliconius melpomene,COSTA RICA,5,CRES,,,2,,,5,60.0
3/26/2020,Heliconius sara,COSTA RICA,10,CRES,,,,1,,10,90.0
3/26/2020,Hypna clytemnestra,COSTA RICA,31,CRES,,,11,2,,31,58.1
3/26/2020,Memphis eurypyle,COSTA RICA,5,CRES,,,,3,,5,40.0
3/26/2020,Morpho peleides,COSTA RICA,75,CRES,,,2,10,,75,84.0
3/26/2020,Opsiphanes tamarindi,COSTA RICA,10,CRES,,,3,1,,10,60.0
3/26/2020,Papilio thoas,COSTA RICA,21,CRES,,,,,,21,100.0
3/26/2020,Philaethria dido,COSTA RICA,45,CRES,,,10,7,,45,62.2
3/26/2020,Phoebis sennae,COSTA RICA,10,CRES,,,,,,10,100.0
3/26/2020,Prepona omphale,COSTA RICA,9,CRES,,,6,1,,9,22.2
3/26/2020,Siproeta epaphus,COSTA RICA,10,CRES,,,,4,,10,60.0
3/26/2020,Siproeta stelenes,COSTA RICA,11,CRES,,,5,1,,11,45.5
3/26/2020,Tithorea tarricina,COSTA RICA,7,CRES,,,4,,,7,42.9
3/20/2020,Argema mimosae,USA,10,LPS,,,,,,10,100.0
3/20/2020,Attacus atlas,USA,10,LPS,,,,,,10,100.0
3/20/2020,Biblis hyperia,COLOMBIA,10,LPS,,,,,,10,100.0
3/20/2020,Caligo memnon,USA,14,LPS,,,,,,14,100.0
3/20/2020,Charaxes protoclea,USA,10,LPS,,,,,,10,100.0
