Date,Species,Quantity
03/11/2021,Attacus atlas,1.0
03/11/2021,Caligo atreus,5.0
03/11/2021,Caligo memnon,4.0
03/11/2021,Charaxes brutus,1.0
03/11/2021,Hebomoia glaucippe,4.0
03/11/2021,Hypna clytemnestra,1.0
03/11/2021,Morpho peleides ,32.0
03/11/2021,Pachliopta kotzebuea,5.0
03/11/2021,Papilio constantinus,1.0
03/11/2021,Papilio demodocus,2.0
03/11/2021,Papilio lowii,13.0
03/11/2021,Papilio nephelus,6.0
03/11/2021,Papilio nireus,2.0
03/11/2021,Papilio palinurus,1.0
03/11/2021,Papilio rumanzovia,3.0
03/11/2021,Papilio thoas,8.0
03/11/2021,Parides iphidamas,1.0
03/11/2021,Parthenos sylvia lilacinus,1.0
03/11/2021,Siproeta epaphus,8.0
03/10/2021,Caligo atreus,4.0
03/10/2021,Caligo memnon,8.0
03/10/2021,Catenophele mexicana,1.0
03/10/2021,Catonephele numilia,2.0
03/10/2021,Cethosia cyane,3.0
03/10/2021,Charaxes brutus,1.0
03/10/2021,Charaxes cithaeron,1.0
03/10/2021,Charaxes protoclea,1.0
03/10/2021,Doleschallia bisaltidae,4.0
03/10/2021,Dryadula phaetusa,9.0
03/10/2021,Hebomoia glaucippe,2.0
03/10/2021,Heliconius charitonius,1.0
03/10/2021,Heliconius hecale,2.0
03/10/2021,Idea leuconoe,1.0
03/10/2021,Morpho peleides ,19.0
03/10/2021,Pachliopta kotzebuea,1.0
03/10/2021,Papilio constantinus,1.0
03/10/2021,Papilio demodocus,4.0
03/10/2021,Papilio lowii,4.0
03/10/2021,Papilio memnon,11.0
03/10/2021,Papilio nephelus,3.0
03/10/2021,Papilio nireus,2.0
03/10/2021,Papilio rumanzovia,3.0
03/10/2021,Papilio thoas,5.0
03/10/2021,Parides iphidamas,3.0
03/10/2021,Parthenos sylvia lilacinus,3.0
03/10/2021,Siproeta epaphus,24.0
03/10/2021,Siproeta stelenes,15.0
03/09/2021,Caligo atreus,5.0
03/09/2021,Caligo memnon,3.0
03/09/2021,Catenophele mexicana,1.0
03/09/2021,Catonephele numilia,2.0
03/09/2021,Cethosia cyane,1.0
03/09/2021,Charaxes lasti,2.0
03/09/2021,Doleschallia bisaltidae,3.0
03/09/2021,Dryadula phaetusa,2.0
03/09/2021,Hebomoia glaucippe,2.0
03/09/2021,Heliconius charitonius,4.0
03/09/2021,Heliconius erato/melpomene,3.0
03/09/2021,Heliconius hecale,2.0
03/09/2021,Heliconius hewitsoni,4.0
03/09/2021,Heliconius ismenius,1.0
03/09/2021,Morpho peleides ,14.0
03/09/2021,Papilio demodocus,1.0
03/09/2021,Papilio memnon,2.0
03/09/2021,Papilio nireus,1.0
03/09/2021,Papilio ophidicephalus,1.0
03/09/2021,Papilio palinurus,4.0
03/09/2021,Papilio thoas,7.0
03/09/2021,Parides arcas,1.0
03/09/2021,Parides iphidamas,6.0
03/09/2021,Parthenos sylvia lilacinus,1.0
03/09/2021,Parthenos sylvia philippensis,3.0
03/09/2021,Siproeta epaphus,14.0
03/09/2021,Siproeta stelenes,21.0
03/08/2021,Catenophele mexicana,5.0
03/08/2021,Catonephele numilia,2.0
03/08/2021,Cethosia biblis,5.0
03/08/2021,Cethosia cyane,6.0
03/08/2021,Charaxes candiope,3.0
03/08/2021,Dryas iulia,4.0
03/08/2021,Graphium antheus,1.0
03/08/2021,Hamadryas februa,14.0
03/08/2021,Hebomoia glaucippe,3.0
03/08/2021,Heliconius charitonius,9.0
03/08/2021,Heliconius doris,9.0
03/08/2021,Heliconius hecale,4.0
03/08/2021,Heliconius hewitsoni,10.0
03/08/2021,Hypna clytemnestra,5.0
03/08/2021,Idea leuconoe,1.0
03/08/2021,Morpho peleides ,32.0
03/08/2021,Papilio demodocus,2.0
03/08/2021,Papilio lowii,9.0
03/08/2021,Papilio memnon,7.0
03/08/2021,Papilio ophidicephalus,1.0
03/08/2021,Papilio palinurus,8.0
03/08/2021,Papilio thoas,3.0
03/08/2021,Parides iphidamas,6.0
03/08/2021,Parthenos sylvia lilacinus,4.0
03/08/2021,Parthenos sylvia philippensis,4.0
03/08/2021,Parthenos sylvia violaceae,3.0
03/08/2021,Siproeta stelenes,12.0
03/08/2021,Vindula dejone,6.0
03/06/2021,Caligo atreus,2.0
03/06/2021,Caligo memnon,1.0
03/06/2021,Cethosia cyane,9.0
03/06/2021,Graphium antheus,1.0
03/06/2021,Hamadryas feronia,5.0
03/06/2021,Hebomoia glaucippe,3.0
03/06/2021,Heliconius hecale,1.0
03/06/2021,Heliconius sara,5.0
03/06/2021,Hypna clytemnestra,5.0
03/06/2021,Morpho peleides ,19.0
03/06/2021,Papilio memnon,15.0
03/06/2021,Papilio nephelus,2.0
03/06/2021,Papilio ophidicephalus,1.0
03/06/2021,Papilio rumanzovia,6.0
03/06/2021,Papilio thoas,7.0
03/06/2021,Parides iphidamas,2.0
03/06/2021,Parthenos sylvia philippensis,4.0
03/05/2021,Battus belus,2.0
03/05/2021,Caligo atreus,6.0
03/05/2021,Caligo memnon,8.0
03/05/2021,Catonephele numilia,2.0
03/05/2021,Cethosia cyane,2.0
03/05/2021,Eryphanis polyxena,1.0
03/05/2021,Graphium angolanus,2.0
03/05/2021,Hebomoia glaucippe,1.0
03/05/2021,Idea leuconoe,1.0
03/05/2021,Morpho peleides ,7.0
03/05/2021,Papilio demodocus,1.0
03/05/2021,Papilio lowii,2.0
03/05/2021,Papilio memnon,6.0
03/05/2021,Papilio nephelus,2.0
03/05/2021,Papilio rumanzovia,8.0
03/05/2021,Papilio thoas,2.0
03/05/2021,Siproeta stelenes,2.0
03/04/2021,Caligo atreus,1.0
03/04/2021,Caligo memnon,9.0
03/04/2021,Catonephele numilia,4.0
03/04/2021,Graphium agamemnon,1.0
03/04/2021,Hamadryas laodamia,3.0
03/04/2021,Heliconius charitonius,2.0
03/04/2021,Heliconius hecale,1.0
03/04/2021,Morpho peleides ,1.0
03/04/2021,Papilio constantinus,2.0
03/04/2021,Papilio dardanus,1.0
03/04/2021,Papilio demodocus,2.0
03/04/2021,Papilio lowii,2.0
03/04/2021,Papilio memnon,3.0
03/04/2021,Papilio nephelus,2.0
03/04/2021,Papilio nireus,1.0
03/04/2021,Papilio rumanzovia,4.0
03/04/2021,Papilio thoas,1.0
03/04/2021,Parides arcas,3.0
03/04/2021,Siproeta epaphus,8.0
03/04/2021,Siproeta stelenes,14.0
03/04/2021,Tithorea tarricina,1.0
03/03/2021,Caligo atreus,3.0
03/03/2021,Caligo memnon,3.0
03/03/2021,Eryphanis polyxena,2.0
03/03/2021,Hamadryas feronia,2.0
03/03/2021,Hamadryas laodamia,2.0
03/03/2021,Heliconius charitonius,4.0
03/03/2021,Heliconius erato/melpomene,6.0
03/03/2021,Heliconius hecale,2.0
03/03/2021,Morpho peleides ,7.0
03/03/2021,Pachliopta kotzebuea,2.0
03/03/2021,Papilio constantinus,1.0
03/03/2021,Papilio lowii,3.0
03/03/2021,Papilio nireus,1.0
03/03/2021,Papilio palinurus,2.0
03/03/2021,Papilio thoas,1.0
03/03/2021,Parides iphidamas,1.0
03/03/2021,Siproeta epaphus,6.0
03/03/2021,Siproeta stelenes,2.0
03/03/2021,Tithorea tarricina,1.0
03/02/2021,Caligo atreus,1.0
03/02/2021,Caligo memnon,1.0
03/02/2021,Catonephele numilia,2.0
03/02/2021,Cethosia cyane,1.0
03/02/2021,Dryas iulia,4.0
03/02/2021,Graphium antheus,1.0
03/02/2021,Hamadryas februa,1.0
03/02/2021,Hamadryas feronia,9.0
03/02/2021,Hamadryas laodamia,5.0
03/02/2021,Hebomoia glaucippe,2.0
03/02/2021,Heliconius charitonius,5.0
03/02/2021,Heliconius erato/melpomene,6.0
03/02/2021,Heliconius hecale,1.0
03/02/2021,Heliconius hewitsoni,4.0
03/02/2021,Morpho peleides ,1.0
03/02/2021,Pachliopta kotzebuea,1.0
03/02/2021,Papilio constantinus,2.0
03/02/2021,Papilio lowii,1.0
03/02/2021,Papilio memnon,1.0
03/02/2021,Papilio nephelus,4.0
03/02/2021,Papilio ophidicephalus,2.0
03/02/2021,Papilio palinurus,2.0
03/02/2021,Papilio thoas,1.0
03/02/2021,Parides arcas,1.0
03/02/2021,Parides iphidamas,4.0
03/02/2021,Siproeta epaphus,2.0
03/02/2021,Siproeta stelenes,8.0
03/01/2021,Battus belus,1.0
03/01/2021,Caligo atreus,4.0
03/01/2021,Catonephele numilia,1.0
03/01/2021,Cethosia cyane,17.0
03/01/2021,Dryas iulia,3.0
03/01/2021,Eryphanis polyxena,1.0
03/01/2021,Eueides isabella,2.0
03/01/2021,Hamadryas februa,5.0
03/01/2021,Hamadryas feronia,4.0
03/01/2021,Hebomoia glaucippe,9.0
03/01/2021,Heliconius erato/melpomene,2.0
03/01/2021,Heliconius sara,2.0
03/01/2021,Morpho peleides ,13.0
03/01/2021,Papilio demodocus,1.0
03/01/2021,Papilio lowii,9.0
03/01/2021,Papilio nephelus,4.0
03/01/2021,Papilio nireus,1.0
03/01/2021,Papilio ophidicephalus,1.0
03/01/2021,Papilio palinurus,2.0
03/01/2021,Papilio thoas,5.0
03/01/2021,Parides arcas,8.0
03/01/2021,Parides iphidamas,8.0
03/01/2021,Siproeta stelenes,1.0
03/01/2021,Tithorea tarricina,3.0
02/27/2021,Battus belus,1.0
02/27/2021,Cethosia biblis,1.0
02/27/2021,Cethosia cyane,2.0
02/27/2021,Eryphanis polyxena,3.0
02/27/2021,Hamadryas februa,2.0
02/27/2021,Hebomoia glaucippe,4.0
02/27/2021,Heliconius sara,3.0
02/27/2021,Hypna clytemnestra,5.0
02/27/2021,Morpho peleides ,9.0
02/27/2021,Pachliopta kotzebuea,1.0
02/27/2021,Papilio constantinus,1.0
02/27/2021,Papilio memnon,1.0
02/27/2021,Papilio nireus,2.0
02/27/2021,Papilio thoas,3.0
02/27/2021,Parides iphidamas,1.0
02/26/2021,Caligo atreus,8.0
02/26/2021,Cethosia biblis,4.0
02/26/2021,Graphium antheus,1.0
02/26/2021,Hypna clytemnestra,2.0
02/26/2021,Morpho peleides ,18.0
02/26/2021,Papilio constantinus,1.0
02/26/2021,Papilio memnon,2.0
02/26/2021,Papilio nephelus,3.0
02/26/2021,Siproeta epaphus,3.0
02/26/2021,Siproeta stelenes,1.0
02/25/2021,Dryadula phaetusa,2.0
02/25/2021,Heliconius erato/melpomene,1.0
02/25/2021,Hypna clytemnestra,1.0
02/25/2021,Morpho peleides ,13.0
02/25/2021,Papilio memnon,2.0
02/25/2021,Papilio thoas,2.0
02/25/2021,Parides arcas,1.0
02/25/2021,Siproeta epaphus,1.0
02/24/2021,Battus belus,3.0
02/24/2021,Caligo atreus,1.0
02/24/2021,Caligo memnon,3.0
02/24/2021,Catonephele numilia,1.0
02/24/2021,Dryadula phaetusa,1.0
02/24/2021,Heliconius erato/melpomene,3.0
02/24/2021,Mechanitis polymnia,2.0
02/24/2021,Morpho peleides ,5.0
02/24/2021,Papilio memnon,3.0
02/24/2021,Papilio ophidicephalus,1.0
02/24/2021,Parides arcas,3.0
02/24/2021,Siproeta epaphus,3.0
02/23/2021,Battus belus,6.0
02/23/2021,Caligo atreus,4.0
02/23/2021,Chilasa clytia,2.0
02/23/2021,Pachliopta kotzebuea,1.0
02/23/2021,Papilio constantinus,1.0
02/23/2021,Papilio dardanus,1.0
02/23/2021,Papilio lowii,5.0
02/23/2021,Papilio memnon,4.0
02/23/2021,Papilio nephelus,1.0
02/23/2021,Papilio ophidicephalus,2.0
02/23/2021,Papilio rumanzovia,3.0
02/23/2021,Papilio thoas,2.0
02/23/2021,Parides arcas,6.0
02/23/2021,Parides iphidamas,9.0
02/22/2021,Battus belus,5.0
02/22/2021,Caligo memnon,3.0
02/22/2021,Graphium antheus,2.0
02/22/2021,Idea leuconoe,1.0
02/22/2021,Morpho peleides ,33.0
02/22/2021,Pachliopta kotzebuea,2.0
02/22/2021,Papilio constantinus,2.0
02/22/2021,Papilio demodocus,1.0
02/22/2021,Papilio lowii,6.0
02/22/2021,Papilio memnon,2.0
02/22/2021,Papilio nephelus,5.0
02/22/2021,Papilio ophidicephalus,1.0
02/22/2021,Parides arcas,4.0
02/22/2021,Parides iphidamas,2.0
02/20/2021,Caligo memnon,8.0
02/20/2021,Graphium agamemnon,1.0
02/20/2021,Idea leuconoe,1.0
02/20/2021,Morpho peleides ,18.0
02/20/2021,Pachliopta kotzebuea,2.0
02/20/2021,Papilio lowii,5.0
02/20/2021,Papilio nephelus,4.0
02/20/2021,Parides iphidamas,3.0
02/19/2021,Caligo memnon,12.0
02/19/2021,Hebomoia glaucippe,1.0
02/19/2021,Morpho peleides ,14.0
02/19/2021,Papilio lowii,3.0
02/19/2021,Papilio memnon,3.0
02/19/2021,Papilio palinurus,2.0
02/19/2021,Parides iphidamas,1.0
02/18/2021,Caligo memnon,1.0
02/18/2021,Catonephele numilia,10.0
02/18/2021,Hebomoia glaucippe,3.0
02/18/2021,Heliconius hecale,3.0
02/18/2021,Idea leuconoe,1.0
02/18/2021,Morpho peleides ,2.0
02/18/2021,Pachliopta kotzebuea,3.0
02/18/2021,Papilio lowii,4.0
02/18/2021,Papilio memnon,4.0
02/18/2021,Papilio nephelus,9.0
02/18/2021,Papilio palinurus,1.0
02/18/2021,Papilio thoas,4.0
02/18/2021,Parides iphidamas,2.0
02/18/2021,Siproeta epaphus,11.0
02/18/2021,Siproeta stelenes,5.0
02/18/2021,Tithorea tarricina,2.0
02/17/2021,Caligo memnon,9.0
02/17/2021,Catonephele numilia,7.0
02/17/2021,Cethosia cyane,2.0
02/17/2021,Chilasa clytia,3.0
02/17/2021,Dryadula phaetusa,1.0
02/17/2021,Eueides isabella,1.0
02/17/2021,Graphium agamemnon,8.0
02/17/2021,Heliconius charitonius,7.0
02/17/2021,Heliconius erato/melpomene,1.0
02/17/2021,Morpho peleides ,1.0
02/17/2021,Pachliopta kotzebuea,4.0
02/17/2021,Papilio lowii,9.0
02/17/2021,Papilio memnon,14.0
02/17/2021,Papilio palinurus,3.0
02/17/2021,Papilio thoas,6.0
02/17/2021,Parides iphidamas,2.0
02/17/2021,Siproeta epaphus,11.0
02/17/2021,Siproeta stelenes,16.0
02/16/2021,Battus belus,5.0
02/16/2021,Caligo memnon,4.0
02/16/2021,Cethosia cyane,6.0
02/16/2021,Doleschallia bisaltidae,6.0
02/16/2021,Graphium agamemnon,3.0
02/16/2021,Graphium policenes,2.0
02/16/2021,Hamadryas februa,2.0
02/16/2021,Hebomoia glaucippe,6.0
02/16/2021,Heliconius charitonius,1.0
02/16/2021,Heliconius erato/melpomene,6.0
02/16/2021,Heliconius hecale,5.0
02/16/2021,Heliconius hewitsoni,4.0
02/16/2021,Ideopsis juventa,1.0
02/16/2021,Papilio constantinus,1.0
02/16/2021,Papilio lowii,4.0
02/16/2021,Papilio memnon,6.0
02/16/2021,Papilio nephelus,3.0
02/16/2021,Papilio ophidicephalus,1.0
02/16/2021,Papilio rumanzovia,1.0
02/16/2021,Parides iphidamas,2.0
02/16/2021,Parthenos sylvia lilacinus,4.0
02/16/2021,Parthenos sylvia philippensis,5.0
02/16/2021,Parthenos sylvia violaceae,3.0
02/16/2021,Siproeta epaphus,1.0
02/16/2021,Siproeta stelenes,7.0
02/15/2021,Battus belus,4.0
02/15/2021,Caligo atreus,1.0
02/15/2021,Cethosia biblis,10.0
02/15/2021,Cethosia cyane,24.0
02/15/2021,Dryas iulia,11.0
02/15/2021,Euxanthe wakefieldi,1.0
02/15/2021,Graphium agamemnon,4.0
02/15/2021,Hamadryas februa,8.0
02/15/2021,Heliconius charitonius,4.0
02/15/2021,Heliconius doris,4.0
02/15/2021,Heliconius erato/melpomene,12.0
02/15/2021,Heliconius hecale,7.0
02/15/2021,Heliconius hewitsoni,8.0
02/15/2021,Hypna clytemnestra,3.0
02/15/2021,Ideopsis juventa,5.0
02/15/2021,Papilio lowii,5.0
02/15/2021,Papilio memnon,4.0
02/15/2021,Papilio nephelus,5.0
02/15/2021,Papilio ophidicephalus,2.0
02/15/2021,Papilio rumanzovia,1.0
02/15/2021,Papilio thoas,3.0
02/15/2021,Parides arcas,2.0
02/15/2021,Parides iphidamas,4.0
02/15/2021,Siproeta epaphus,2.0
02/15/2021,Siproeta stelenes,1.0
02/13/2021,Caligo atreus,3.0
02/13/2021,Caligo memnon,16.0
02/13/2021,Cethosia cyane,2.0
02/13/2021,Dryas iulia,1.0
02/13/2021,Heliconius sara,7.0
02/13/2021,Morpho peleides ,3.0
02/13/2021,Papilio demodocus,2.0
02/13/2021,Papilio erostratus,2.0
02/13/2021,Papilio memnon,1.0
02/13/2021,Papilio nephelus,1.0
02/13/2021,Papilio nireus,1.0
02/13/2021,Papilio ophidicephalus,1.0
02/13/2021,Papilio palinurus,3.0
02/13/2021,Papilio thoas,2.0
02/13/2021,Parides arcas,1.0
02/12/2021,Battus belus,4.0
02/12/2021,Catonephele numilia,3.0
02/12/2021,Graphium angolanus,1.0
02/12/2021,Heliconius ismenius,1.0
02/12/2021,Morpho peleides ,24.0
02/12/2021,Pachliopta kotzebuea,1.0
02/12/2021,Papilio lowii,2.0
02/12/2021,Papilio memnon,2.0
02/12/2021,Papilio nephelus,2.0
02/12/2021,Papilio nireus,1.0
02/12/2021,Papilio rumanzovia,4.0
02/12/2021,Papilio thoas,1.0
02/12/2021,Parides iphidamas,1.0
02/12/2021,Salamis parhassus,1.0
02/12/2021,Siproeta epaphus,1.0
02/11/2021,Battus belus,9.0
02/11/2021,Catonephele numilia,4.0
02/11/2021,Cethosia biblis,1.0
02/11/2021,Hebomoia glaucippe,3.0
02/11/2021,Morpho peleides ,42.0
02/11/2021,Pachliopta kotzebuea,3.0
02/11/2021,Papilio constantinus,1.0
02/11/2021,Papilio lowii,1.0
02/11/2021,Papilio memnon,3.0
02/11/2021,Papilio nireus,1.0
02/11/2021,Papilio ophidicephalus,1.0
02/11/2021,Papilio palinurus,1.0
02/11/2021,Papilio thoas,4.0
02/11/2021,Parides iphidamas,2.0
02/11/2021,Parthenos sylvia lilacinus,1.0
02/11/2021,Siproeta epaphus,3.0
02/11/2021,Siproeta stelenes,1.0
02/10/2021,Battus belus,3.0
02/10/2021,Caligo memnon,2.0
02/10/2021,Catonephele numilia,5.0
02/10/2021,Cethosia biblis,6.0
02/10/2021,Cethosia cyane,4.0
02/10/2021,Eueides isabella,1.0
02/10/2021,Graphium agamemnon,1.0
02/10/2021,Graphium angolanus,1.0
02/10/2021,Hamadryas laodamia,1.0
02/10/2021,Hebomoia glaucippe,4.0
02/10/2021,Heliconius charitonius,1.0
02/10/2021,Heliconius hewitsoni,1.0
02/10/2021,Heliconius ismenius,2.0
02/10/2021,Idea leuconoe,1.0
02/10/2021,Morpho peleides ,13.0
02/10/2021,Pachliopta kotzebuea,5.0
02/10/2021,Papilio dardanus,2.0
02/10/2021,Papilio memnon,2.0
02/10/2021,Papilio nephelus,1.0
02/10/2021,Papilio ophidicephalus,3.0
02/10/2021,Papilio palinurus,2.0
02/10/2021,Papilio thoas,5.0
02/10/2021,Parthenos sylvia lilacinus,1.0
02/10/2021,Parthenos sylvia philippensis,1.0
02/10/2021,Prepona omphale,1.0
02/10/2021,Siproeta epaphus,5.0
02/10/2021,Siproeta stelenes,3.0
02/10/2021,Tithorea tarricina,1.0
02/10/2021,Vindula dejone,1.0
02/09/2021,Caligo atreus,12.0
02/09/2021,Caligo memnon,2.0
02/09/2021,Catonephele numilia,2.0
02/09/2021,Cethosia biblis,1.0
02/09/2021,Cethosia cyane,13.0
02/09/2021,Eryphanis polyxena,1.0
02/09/2021,Graphium angolanus,3.0
02/09/2021,Graphium antheus,1.0
02/09/2021,Hamadryas laodamia,4.0
02/09/2021,Hebomoia glaucippe,2.0
02/09/2021,Heliconius charitonius,3.0
02/09/2021,Heliconius hecale,1.0
02/09/2021,Heliconius ismenius,3.0
02/09/2021,Idea leuconoe,2.0
02/09/2021,Morpho peleides ,2.0
02/09/2021,Pachliopta kotzebuea,1.0
02/09/2021,Papilio lowii,1.0
02/09/2021,Papilio memnon,5.0
02/09/2021,Papilio nephelus,1.0
02/09/2021,Papilio nireus,1.0
02/09/2021,Papilio ophidicephalus,1.0
02/09/2021,Papilio rumanzovia,2.0
02/09/2021,Papilio thoas,7.0
02/09/2021,Parides iphidamas,2.0
02/09/2021,Parthenos sylvia lilacinus,2.0
02/09/2021,Siproeta epaphus,2.0
02/09/2021,Siproeta stelenes,15.0
02/09/2021,Vindula dejone,2.0
02/08/2021,Caligo atreus,3.0
02/08/2021,Caligo memnon,11.0
02/08/2021,Cethosia cyane,10.0
02/08/2021,Dryas iulia,2.0
02/08/2021,Eryphanis polyxena,2.0
02/08/2021,Eueides isabella,1.0
02/08/2021,Graphium agamemnon,4.0
02/08/2021,Graphium angolanus,1.0
02/08/2021,Graphium policenes,1.0
02/08/2021,Greta oto,2.0
02/08/2021,Hamadryas februa,3.0
02/08/2021,Hamadryas laodamia,3.0
02/08/2021,Hebomoia glaucippe,1.0
02/08/2021,Heliconius erato/melpomene,2.0
02/08/2021,Heliconius hewitsoni,2.0
02/08/2021,Heliconius ismenius,2.0
02/08/2021,Heliconius sara,1.0
02/08/2021,Idea leuconoe,1.0
02/08/2021,Morpho peleides ,5.0
02/08/2021,Pachliopta kotzebuea,3.0
02/08/2021,Papilio demodocus,2.0
02/08/2021,Papilio lowii,2.0
02/08/2021,Papilio memnon,5.0
02/08/2021,Papilio nephelus,1.0
02/08/2021,Papilio nireus,1.0
02/08/2021,Papilio rumanzovia,1.0
02/08/2021,Papilio thoas,1.0
02/08/2021,Parides arcas,4.0
02/08/2021,Parides iphidamas,1.0
02/08/2021,Parthenos sylvia lilacinus,1.0
02/08/2021,Parthenos sylvia philippensis,1.0
02/08/2021,Salamis parhassus,4.0
02/08/2021,Siproeta stelenes,4.0
02/08/2021,Vindula dejone,4.0
02/06/2021,Caligo memnon,14.0
02/06/2021,Catonephele numilia,1.0
02/06/2021,Cethosia cyane,2.0
02/06/2021,Charaxes cithaeron,1.0
02/06/2021,Hamadryas februa,1.0
02/06/2021,Hamadryas laodamia,4.0
02/06/2021,Heliconius erato/melpomene,4.0
02/06/2021,Hypna clytemnestra,1.0
02/06/2021,Idea leuconoe,2.0
02/06/2021,Morpho peleides ,20.0
02/06/2021,Pachliopta kotzebuea,1.0
02/06/2021,Papilio constantinus,1.0
02/06/2021,Papilio memnon,2.0
02/06/2021,Papilio nephelus,2.0
02/06/2021,Papilio ophidicephalus,1.0
02/06/2021,Papilio palinurus,2.0
02/06/2021,Papilio thoas,4.0
02/06/2021,Parides arcas,4.0
02/06/2021,Salamis parhassus,1.0
02/06/2021,Siproeta stelenes,1.0
02/06/2021,Vindula dejone,2.0
02/05/2021,Caligo memnon,3.0
02/05/2021,Catonephele numilia,3.0
02/05/2021,Cethosia cyane,7.0
02/05/2021,Euxanthe wakefieldi,1.0
02/05/2021,Graphium angolanus,1.0
02/05/2021,Graphium antheus,1.0
02/05/2021,Heliconius erato/melpomene,1.0
02/05/2021,Hypna clytemnestra,1.0
02/05/2021,Idea leuconoe,2.0
02/05/2021,Morpho peleides ,39.0
02/05/2021,Papilio memnon,3.0
02/05/2021,Papilio nephelus,1.0
02/05/2021,Papilio palinurus,1.0
02/05/2021,Papilio rumanzovia,1.0
02/05/2021,Papilio thoas,1.0
02/05/2021,Parides arcas,1.0
02/05/2021,Parides iphidamas,1.0
02/05/2021,Siproeta epaphus,1.0
02/05/2021,Siproeta stelenes,7.0
02/05/2021,Tithorea tarricina,1.0
02/04/2021,Anteos clorinde,2.0
02/04/2021,Caligo atreus,1.0
02/04/2021,Caligo Oileus,
02/04/2021,Catonephele numilia,16.0
02/04/2021,Cethosia cyane,8.0
02/04/2021,Graphium agamemnon,9.0
02/04/2021,Heliconius hecale,3.0
02/04/2021,Idea leuconoe,1.0
02/04/2021,Morpho peleides ,9.0
02/04/2021,Papilio memnon,12.0
02/04/2021,Papilio nephelus,5.0
02/04/2021,Papilio ophidicephalus,2.0
02/04/2021,Papilio palinurus,4.0
02/04/2021,Papilio rumanzovia,4.0
02/04/2021,Siproeta epaphus,5.0
02/04/2021,Siproeta stelenes,11.0
02/03/2021,Anteos clorinde,1.0
02/03/2021,Caligo atreus,4.0
02/03/2021,Caligo memnon,3.0
02/03/2021,Catonephele numilia,2.0
02/03/2021,Cethosia cyane,1.0
02/03/2021,Dryadula phaetusa,2.0
02/03/2021,Graphium agamemnon,1.0
02/03/2021,Hebomoia glaucippe,3.0
02/03/2021,Heliconius erato/melpomene,5.0
02/03/2021,Heliconius hecale,2.0
02/03/2021,Idea leuconoe,3.0
02/03/2021,Morpho peleides ,1.0
02/03/2021,Papilio lowii,6.0
02/03/2021,Papilio memnon,9.0
02/03/2021,Papilio nephelus,1.0
02/03/2021,Papilio palinurus,3.0
02/03/2021,Papilio rumanzovia,1.0
02/03/2021,Papilio thoas,3.0
02/03/2021,Parides iphidamas,1.0
02/03/2021,Siproeta epaphus,19.0
02/03/2021,Siproeta stelenes,8.0
02/02/2021,Anteos clorinde,6.0
02/02/2021,Caligo atreus,2.0
02/02/2021,Caligo memnon,6.0
02/02/2021,Catonephele numilia,4.0
02/02/2021,Doleschallia bisaltidae,1.0
02/02/2021,Dryas iulia,2.0
02/02/2021,Graphium agamemnon,4.0
02/02/2021,Graphium antheus,1.0
02/02/2021,Hamadryas februa,6.0
02/02/2021,Hebomoia glaucippe,2.0
02/02/2021,Heliconius erato/melpomene,2.0
02/02/2021,Heliconius hecale,2.0
02/02/2021,Heliconius ismenius,1.0
02/02/2021,Hypna clytemnestra,1.0
02/02/2021,Morpho peleides ,4.0
02/02/2021,Pachliopta kotzebuea,4.0
02/02/2021,Papilio constantinus,2.0
02/02/2021,Papilio lowii,6.0
02/02/2021,Papilio memnon,4.0
02/02/2021,Papilio nephelus,4.0
02/02/2021,Papilio rumanzovia,4.0
02/02/2021,Papilio thoas,3.0
02/02/2021,Siproeta epaphus,2.0
02/02/2021,Siproeta stelenes,19.0
02/01/2021,Anteos clorinde,1.0
02/01/2021,Caligo atreus,1.0
02/01/2021,Caligo memnon,10.0
02/01/2021,Cethosia biblis,4.0
02/01/2021,Cethosia cyane,3.0
02/01/2021,Dryas iulia,12.0
02/01/2021,Eryphanis polyxena,2.0
02/01/2021,Graphium antheus,1.0
02/01/2021,Hamadryas februa,3.0
02/01/2021,Hebomoia glaucippe,1.0
02/01/2021,Heliconius cydno,4.0
02/01/2021,Heliconius doris,5.0
02/01/2021,Heliconius erato/melpomene,6.0
02/01/2021,Heliconius hecale,2.0
02/01/2021,Heliconius hewitsoni,2.0
02/01/2021,Hypna clytemnestra,12.0
02/01/2021,Idea leuconoe,6.0
02/01/2021,Morpho peleides ,6.0
02/01/2021,Opsiphanes tamarindi,2.0
02/01/2021,Pachliopta kotzebuea,3.0
02/01/2021,Papilio lowii,7.0
02/01/2021,Papilio memnon,7.0
02/01/2021,Papilio ophidicephalus,1.0
02/01/2021,Papilio palinurus,5.0
02/01/2021,Papilio rumanzovia,6.0
02/01/2021,Papilio thoas,8.0
02/01/2021,Parides arcas,2.0
02/01/2021,Parides iphidamas,4.0
02/01/2021,Siproeta epaphus,5.0
01/30/2021,Caligo memnon,7.0
01/30/2021,Eryphanis polyxena,1.0
01/30/2021,Graphium agamemnon,2.0
01/30/2021,Hypna clytemnestra,1.0
01/30/2021,Morpho peleides ,14.0
01/30/2021,Opsiphanes tamarindi,1.0
01/30/2021,Pachliopta kotzebuea,1.0
01/30/2021,Papilio lowii,2.0
01/30/2021,Papilio palinurus,3.0
01/30/2021,Papilio thoas,1.0
01/30/2021,Parides iphidamas,1.0
01/30/2021,Vindula dejone,3.0
01/29/2021,Caligo memnon,9.0
01/29/2021,Cethosia cyane,1.0
