Date,Species,Quantity
02/06/2020,Papilio dardanus,1.0
02/06/2020,Papilio demodocus,2.0
02/06/2020,Papilio lowii,1.0
02/06/2020,Papilio nireus,1.0
02/06/2020,Papilio rumanzovia,1.0
02/06/2020,Papilio thoas,1.0
02/06/2020,Parides iphidamas,3.0
02/06/2020,Parthenos sylvia violaceae,4.0
02/06/2020,Siproeta stelenes,2.0
02/06/2020,Tithorea tarricina,2.0
02/05/2020,Biblis hyperia,1.0
02/05/2020,Caligo memnon,1.0
02/05/2020,Catonephele numilia,2.0
02/05/2020,Cethosia cyane,9.0
02/05/2020,Colobura dirce,1.0
02/05/2020,Doleschallia bisaltidae,3.0
02/05/2020,Dryadula phaetusa,2.0
02/05/2020,Dryas iulia,1.0
02/05/2020,Eryphanis polyxena,2.0
02/05/2020,Graphium agamemnon,1.0
02/05/2020,Greta oto,2.0
02/05/2020,Hamadryas amphinome,2.0
02/05/2020,Hamadryas laodamia,1.0
02/05/2020,Hebomoia glaucippe,1.0
02/05/2020,Heliconius charitonius,3.0
02/05/2020,Heliconius doris,6.0
02/05/2020,Heliconius erato/melpomene,5.0
02/05/2020,Heliconius hecale,3.0
02/05/2020,Heliconius hewitsoni,9.0
02/05/2020,Heliconius sapho,4.0
02/05/2020,Melinaea ethra,1.0
02/05/2020,Memphis eurypyle,5.0
02/05/2020,Morpho peleides ,10.0
02/05/2020,Pachliopta kotzebuea,2.0
02/05/2020,Papilio constantinus,1.0
02/05/2020,Papilio lowii,6.0
02/05/2020,Papilio memnon,2.0
02/05/2020,Papilio nireus,1.0
02/05/2020,Papilio ophidicephalus,1.0
02/05/2020,Papilio palinurus,1.0
02/05/2020,Papilio thoas,3.0
02/05/2020,Parides iphidamas,4.0
02/05/2020,Philaethria dido,2.0
02/05/2020,Siproeta stelenes,7.0
02/04/2020,Biblis hyperia,2.0
02/04/2020,Caligo memnon,1.0
02/04/2020,Catonephele numilia,3.0
02/04/2020,Cethosia cyane,1.0
02/04/2020,Charaxes castor,1.0
02/04/2020,Charaxes cithaeron,1.0
02/04/2020,Colobura dirce,2.0
02/04/2020,Doleschallia bisaltidae,1.0
02/04/2020,Dryas iulia,1.0
02/04/2020,Graphium agamemnon,1.0
02/04/2020,Hamadryas laodamia,2.0
02/04/2020,Heliconius charitonius,7.0
02/04/2020,Heliconius doris,1.0
02/04/2020,Heliconius erato/melpomene,13.0
02/04/2020,Heliconius hecale,1.0
02/04/2020,Heliconius hewitsoni,8.0
02/04/2020,Heliconius sara,1.0
02/04/2020,Hypna clytemnestra,1.0
02/04/2020,Idea leuconoe,5.0
02/04/2020,Morpho peleides ,4.0
02/04/2020,Opsiphanes tamarindi,1.0
02/04/2020,Ornithoptera priamus,1.0
02/04/2020,Papilio lowii,4.0
02/04/2020,Papilio memnon,3.0
02/04/2020,Papilio nephelus,1.0
02/04/2020,Papilio nireus,1.0
02/04/2020,Papilio thoas,3.0
02/04/2020,Parides arcas,3.0
02/04/2020,Parides iphidamas,2.0
02/04/2020,Siproeta stelenes,7.0
02/03/2020,Argema mimosae,1.0
02/03/2020,Biblis hyperia,1.0
02/03/2020,Caligo memnon,6.0
02/03/2020,Catenophele mexicana,1.0
02/03/2020,Catonephele numilia,6.0
02/03/2020,Cethosia cyane,1.0
02/03/2020,Charaxes brutus,2.0
02/03/2020,Charaxes cithaeron,1.0
02/03/2020,Colobura dirce,2.0
02/03/2020,Doleschallia bisaltidae,1.0
02/03/2020,Dryadula phaetusa,1.0
02/03/2020,Dryas iulia,2.0
02/03/2020,Eueides isabella,9.0
02/03/2020,Graphium policenes,3.0
02/03/2020,Greta oto,1.0
02/03/2020,Hamadryas amphinome,3.0
02/03/2020,Heliconius charitonius,26.0
02/03/2020,Heliconius erato/melpomene,27.0
02/03/2020,Heliconius hewitsoni,5.0
02/03/2020,Heliconius ismenius,3.0
02/03/2020,Heliconius sara,13.0
02/03/2020,Hypolimnas anthedoon,1.0
02/03/2020,Idea leuconoe,14.0
02/03/2020,Morpho peleides ,3.0
02/03/2020,Opsiphanes tamarindi,1.0
02/03/2020,Papilio constantinus,1.0
02/03/2020,Papilio dardanus,3.0
02/03/2020,Papilio demodocus,3.0
02/03/2020,Papilio lowii,3.0
02/03/2020,Papilio memnon,1.0
02/03/2020,Papilio nireus,1.0
02/03/2020,Papilio palinurus,1.0
02/03/2020,Papilio thoas,11.0
02/03/2020,Parides arcas,7.0
02/03/2020,Parides iphidamas,24.0
02/03/2020,Siproeta stelenes,16.0
02/01/2020,Anartia fatima,2.0
02/01/2020,Caligo atreus,3.0
02/01/2020,Caligo eurilochus,7.0
02/01/2020,Catonephele numilia,1.0
02/01/2020,Cethosia cyane,1.0
02/01/2020,Charaxes brutus,2.0
02/01/2020,Charaxes cithaeron,1.0
02/01/2020,Colobura dirce,3.0
02/01/2020,Dryas iulia,4.0
02/01/2020,Eueides isabella,1.0
02/01/2020,Graphium agamemnon,1.0
02/01/2020,Hamadryas laodamia,1.0
02/01/2020,Heliconius charitonius,3.0
02/01/2020,Heliconius erato/melpomene,1.0
02/01/2020,Heliconius hewitsoni,9.0
02/01/2020,Hypna clytemnestra,8.0
02/01/2020,Memphis eurypyle,2.0
02/01/2020,Morpho peleides ,12.0
02/01/2020,Morpho polyphemus,1.0
02/01/2020,Ornithoptera priamus,1.0
02/01/2020,Papilio dardanus,1.0
02/01/2020,Papilio lowii,4.0
02/01/2020,Papilio memnon,2.0
02/01/2020,Papilio nireus,1.0
02/01/2020,Papilio ophidicephalus,2.0
02/01/2020,Papilio palinurus,1.0
02/01/2020,Papilio rumanzovia,1.0
02/01/2020,Papilio thoas,4.0
02/01/2020,Parides arcas,4.0
02/01/2020,Parides iphidamas,4.0
02/01/2020,Parthenos sylvia philippensis,1.0
02/01/2020,Tithorea tarricina,1.0
01/31/2020,Caligo memnon,7.0
01/31/2020,Colobura dirce,8.0
01/31/2020,Eryphanis polyxena,2.0
01/31/2020,Eueides isabella,2.0
01/31/2020,Graphium agamemnon,2.0
01/31/2020,Hamadryas laodamia,1.0
01/31/2020,Heliconius charitonius,1.0
01/31/2020,Heliconius doris,14.0
01/31/2020,Heliconius hecale,2.0
01/31/2020,Hypna clytemnestra,17.0
01/31/2020,Idea leuconoe,1.0
01/31/2020,Memphis eurypyle,4.0
01/31/2020,Morpho peleides ,19.0
01/31/2020,Papilio anchisiades,1.0
01/31/2020,Papilio dardanus,7.0
01/31/2020,Papilio lowii,2.0
01/31/2020,Papilio palinurus,2.0
01/31/2020,Papilio rumanzovia,3.0
01/31/2020,Papilio thoas,2.0
01/31/2020,Parides arcas,2.0
01/31/2020,Parides iphidamas,7.0
01/31/2020,Parthenos sylvia lilacinus,1.0
01/31/2020,Siproeta epaphus,3.0
01/30/2020,Caligo atreus,1.0
01/30/2020,Caligo memnon,6.0
01/30/2020,Cethosia cyane,3.0
01/30/2020,Charaxes brutus,1.0
01/30/2020,Charaxes cithaeron,2.0
01/30/2020,Charaxes varanes,1.0
01/30/2020,Chilasa clytia,2.0
01/30/2020,Colobura dirce,1.0
01/30/2020,Doleschallia bisaltidae,6.0
01/30/2020,Euxanthe wakefieldi,1.0
01/30/2020,Hebomoia glaucippe,1.0
01/30/2020,Heliconius doris,9.0
01/30/2020,Heliconius erato/melpomene,2.0
01/30/2020,Heliconius hecale,8.0
01/30/2020,Hypna clytemnestra,4.0
01/30/2020,Hypolimnas usambara,1.0
01/30/2020,Memphis eurypyle,4.0
01/30/2020,Morpho peleides ,58.0
01/30/2020,Morpho polyphemus,3.0
01/30/2020,Opsiphanes tamarindi,1.0
01/30/2020,Papilio anchisiades,4.0
01/30/2020,Papilio dardanus,11.0
01/30/2020,Papilio demodocus,8.0
01/30/2020,Papilio lowii,5.0
01/30/2020,Papilio nireus,2.0
01/30/2020,Papilio ophidicephalus,1.0
01/30/2020,Papilio palinurus,3.0
01/30/2020,Papilio thoas,3.0
01/30/2020,Parides iphidamas,4.0
01/30/2020,Parthenos sylvia lilacinus,1.0
01/30/2020,Parthenos sylvia philippensis,5.0
01/30/2020,Parthenos sylvia violaceae,3.0
01/30/2020,Siproeta epaphus,16.0
01/30/2020,Siproeta stelenes,11.0
01/28/2020,Battus belus,2.0
01/28/2020,Biblis hyperia,3.0
01/28/2020,Caligo atreus,2.0
01/28/2020,Caligo memnon,15.0
01/28/2020,Catenophele mexicana,1.0
01/28/2020,Catonephele numilia,2.0
01/28/2020,Cethosia cyane,8.0
01/28/2020,Charaxes brutus,2.0
01/28/2020,Colobura dirce,1.0
01/28/2020,Doleschallia bisaltidae,4.0
01/28/2020,Graphium agamemnon,1.0
01/28/2020,Graphium policenes,2.0
01/28/2020,Hamadryas februa,12.0
01/28/2020,Hamadryas laodamia,7.0
01/28/2020,Hebomoia glaucippe,1.0
01/28/2020,Heliconius charitonius,9.0
01/28/2020,Heliconius doris,9.0
01/28/2020,Heliconius erato/melpomene,14.0
01/28/2020,Heliconius hecale,3.0
01/28/2020,Heliconius hewitsoni,4.0
01/28/2020,Hypolimnas usambara,2.0
01/28/2020,Memphis eurypyle,2.0
01/28/2020,Morpho peleides ,49.0
01/28/2020,Opsiphanes tamarindi,2.0
01/28/2020,Papilio anchisiades,9.0
01/28/2020,Papilio dardanus,6.0
01/28/2020,Papilio demodocus,1.0
01/28/2020,Papilio lowii,2.0
01/28/2020,Papilio memnon,2.0
01/28/2020,Papilio nireus,1.0
01/28/2020,Papilio rumanzovia,2.0
01/28/2020,Parides iphidamas,8.0
01/28/2020,Parides photinus ,8.0
01/28/2020,Parthenos sylvia lilacinus,1.0
01/28/2020,Parthenos sylvia philippensis,1.0
01/28/2020,Philaethria dido,6.0
01/28/2020,Siproeta stelenes,7.0
01/28/2020,Tithorea tarricina,5.0
01/27/2020,Biblis hyperia,4.0
01/27/2020,Caligo atreus,1.0
01/27/2020,Caligo memnon,9.0
01/27/2020,Catenophele mexicana,3.0
01/27/2020,Catonephele numilia,14.0
01/27/2020,Cethosia cyane,1.0
01/27/2020,Charaxes brutus,2.0
01/27/2020,Doleschallia bisaltidae,1.0
01/27/2020,Dryas iulia,9.0
01/27/2020,Eryphanis polyxena,1.0
01/27/2020,Euxanthe wakefieldi,3.0
01/27/2020,Graphium agamemnon,1.0
01/27/2020,Graphium policenes,3.0
01/27/2020,Hamadryas februa,4.0
01/27/2020,Hamadryas laodamia,2.0
01/27/2020,Hebomoia glaucippe,2.0
01/27/2020,Heliconius charitonius,7.0
01/27/2020,Heliconius doris,5.0
01/27/2020,Heliconius erato/melpomene,6.0
01/27/2020,Heliconius hecale,1.0
01/27/2020,Heliconius hewitsoni,6.0
01/27/2020,Hypna clytemnestra,1.0
01/27/2020,Idea leuconoe,8.0
01/27/2020,Morpho peleides ,27.0
01/27/2020,Morpho polyphemus,4.0
01/27/2020,Opsiphanes tamarindi,1.0
01/27/2020,Papilio anchisiades,6.0
01/27/2020,Papilio dardanus,2.0
01/27/2020,Papilio memnon,2.0
01/27/2020,Papilio nephelus,10.0
01/27/2020,Papilio ophidicephalus,1.0
01/27/2020,Papilio thoas,8.0
01/27/2020,Parides arcas,13.0
01/27/2020,Parides iphidamas,31.0
01/27/2020,Parides photinus ,1.0
01/27/2020,Parthenos sylvia philippensis,2.0
01/27/2020,Prepona omphale,2.0
01/27/2020,Siproeta stelenes,7.0
01/27/2020,Tithorea tarricina,4.0
01/27/2020,Vindula dejone,5.0
01/24/2020,Archaeopropona demophon,1.0
01/24/2020,Caligo memnon,3.0
01/24/2020,Caligo uranus,2.0
01/24/2020,Catonephele numilia,1.0
01/24/2020,Charaxes protoclea,1.0
01/24/2020,Colobura dirce,10.0
01/24/2020,Doleschallia bisaltidae,1.0
01/24/2020,Eryphanis polyxena,1.0
01/24/2020,Hebomoia glaucippe,3.0
01/24/2020,Heliconius charitonius,3.0
01/24/2020,Heliconius doris,6.0
01/24/2020,Heliconius erato/melpomene,7.0
01/24/2020,Heliconius hewitsoni,9.0
01/24/2020,Hypna clytemnestra,6.0
01/24/2020,Memphis eurypyle,10.0
01/24/2020,Morpho peleides ,66.0
01/24/2020,Morpho polyphemus,2.0
01/24/2020,Papilio lowii,12.0
01/24/2020,Papilio memnon,3.0
01/24/2020,Papilio ophidicephalus,2.0
01/24/2020,Papilio thoas,1.0
01/24/2020,Parides arcas,16.0
01/24/2020,Parides iphidamas,2.0
01/24/2020,Salamis parhassus,1.0
01/24/2020,Vindula dejone,1.0
01/23/2020,Adelpha fessonia,1.0
01/23/2020,Caligo memnon,5.0
01/23/2020,Catenophele mexicana,4.0
01/23/2020,Catonephele numilia,5.0
01/23/2020,Cethosia cyane,1.0
01/23/2020,Dryas iulia,1.0
01/23/2020,Hebomoia glaucippe,2.0
01/23/2020,Heliconius doris,1.0
01/23/2020,Memphis eurypyle,3.0
01/23/2020,Morpho peleides ,1.0
01/23/2020,Papilio lowii,3.0
01/23/2020,Papilio rumanzovia,1.0
01/23/2020,Papilio thoas,4.0
01/23/2020,Parides arcas,4.0
01/23/2020,Parides iphidamas,1.0
01/23/2020,Parthenos sylvia lilacinus,3.0
01/23/2020,Siproeta epaphus,1.0
01/23/2020,Siproeta stelenes,5.0
01/22/2020,Battus polydamus,1.0
01/22/2020,Caligo memnon,3.0
01/22/2020,Catonephele numilia,4.0
01/22/2020,Cethosia cyane,1.0
01/22/2020,Chilasa clytia,10.0
01/22/2020,Colobura dirce,1.0
01/22/2020,Dryadula phaetusa,4.0
01/22/2020,Dryas iulia,1.0
01/22/2020,Euxanthe wakefieldi,7.0
01/22/2020,Hamadryas februa,3.0
01/22/2020,Hamadryas feronia,8.0
01/22/2020,Hamadryas laodamia,8.0
01/22/2020,Heliconius charitonius,1.0
01/22/2020,Heliconius doris,19.0
01/22/2020,Heliconius erato/melpomene,2.0
01/22/2020,Memphis eurypyle,8.0
01/22/2020,Morpho peleides ,1.0
01/22/2020,Papilio memnon,1.0
01/22/2020,Papilio palinurus,1.0
01/22/2020,Papilio thoas,2.0
01/22/2020,Parides iphidamas,3.0
01/22/2020,Parthenos sylvia lilacinus,2.0
01/22/2020,Siproeta stelenes,4.0
01/21/2020,Caligo memnon,1.0
01/21/2020,Catenophele mexicana,1.0
01/21/2020,Catonephele numilia,8.0
01/21/2020,Cethosia cyane,19.0
01/21/2020,Colobura dirce,2.0
01/21/2020,Doleschallia bisaltidae,3.0
01/21/2020,Dryadula phaetusa,1.0
01/21/2020,Hamadryas laodamia,1.0
01/21/2020,Hebomoia glaucippe,1.0
01/21/2020,Heliconius doris,11.0
01/21/2020,Heliconius hewitsoni,2.0
01/21/2020,Morpho peleides ,6.0
01/21/2020,Pachliopta kotzebuea,1.0
01/21/2020,Papilio dardanus,1.0
01/21/2020,Papilio lowii,2.0
01/21/2020,Papilio memnon,2.0
01/21/2020,Papilio rumanzovia,3.0
01/21/2020,Parides iphidamas,5.0
01/21/2020,Siproeta epaphus,3.0
01/21/2020,Siproeta stelenes,13.0
01/20/2020,Caligo memnon,17.0
01/20/2020,Catenophele mexicana,1.0
01/20/2020,Catonephele numilia,5.0
01/20/2020,Cethosia cyane,18.0
01/20/2020,Chilasa clytia,2.0
01/20/2020,Colobura dirce,10.0
01/20/2020,Dryadula phaetusa,15.0
01/20/2020,Dryas iulia,4.0
01/20/2020,Eueides isabella,11.0
01/20/2020,Graphium agamemnon,5.0
01/20/2020,Graphium angolanus,1.0
01/20/2020,Hamadryas amphinome,8.0
01/20/2020,Hamadryas februa,7.0
01/20/2020,Hamadryas feronia,6.0
01/20/2020,Hamadryas laodamia,31.0
01/20/2020,Heliconius charitonius,11.0
01/20/2020,Heliconius doris,22.0
01/20/2020,Heliconius erato/melpomene,17.0
01/20/2020,Heliconius hecale,5.0
01/20/2020,Heliconius hewitsoni,5.0
01/20/2020,Heliconius sara,2.0
01/20/2020,Hypna clytemnestra,1.0
01/20/2020,Idea leuconoe,6.0
01/20/2020,Morpho peleides ,16.0
01/20/2020,Pachliopta kotzebuea,3.0
01/20/2020,Papilio anchisiades,3.0
01/20/2020,Papilio constantinus,3.0
01/20/2020,Papilio dardanus,1.0
01/20/2020,Papilio lowii,1.0
01/20/2020,Papilio nephelus,2.0
01/20/2020,Papilio rumanzovia,2.0
01/20/2020,Papilio thoas,3.0
01/20/2020,Parides arcas,11.0
01/20/2020,Parides iphidamas,10.0
01/20/2020,Siproeta epaphus,1.0
01/20/2020,Siproeta stelenes,21.0
01/18/2020,Caligo memnon,7.0
01/18/2020,Colobura dirce,3.0
01/18/2020,Dryas iulia,3.0
01/18/2020,Eueides isabella,7.0
01/18/2020,Graphium agamemnon,4.0
01/18/2020,Hamadryas februa,2.0
01/18/2020,Hebomoia glaucippe,2.0
01/18/2020,Heliconius erato/melpomene,5.0
01/18/2020,Heliconius hewitsoni,2.0
01/18/2020,Morpho peleides ,15.0
01/18/2020,Pachliopta kotzebuea,1.0
01/18/2020,Papilio dardanus,1.0
01/18/2020,Papilio lowii,1.0
01/18/2020,Papilio nephelus,3.0
01/18/2020,Papilio palinurus,1.0
01/18/2020,Papilio rumanzovia,1.0
01/18/2020,Parides photinus ,1.0
01/18/2020,Siproeta stelenes,2.0
01/17/2020,Caligo memnon,19.0
01/17/2020,Catonephele numilia,1.0
01/17/2020,Charaxes castor,1.0
01/17/2020,Charaxes cithaeron,1.0
01/17/2020,Chilasa clytia,4.0
01/17/2020,Colobura dirce,7.0
01/17/2020,Euxanthe wakefieldi,1.0
01/17/2020,Graphium angolanus,1.0
01/17/2020,Hamadryas februa,1.0
01/17/2020,Hebomoia glaucippe,3.0
01/17/2020,Heliconius hewitsoni,1.0
01/17/2020,Hypna clytemnestra,1.0
01/17/2020,Morpho peleides ,110.0
01/17/2020,Papilio dardanus,2.0
01/17/2020,Papilio demodocus,1.0
01/17/2020,Papilio lowii,11.0
01/17/2020,Papilio nireus,1.0
01/17/2020,Papilio palinurus,3.0
01/17/2020,Papilio thoas,5.0
01/17/2020,Parides arcas,9.0
01/17/2020,Siproeta stelenes,3.0
01/16/2020,Caligo memnon,11.0
01/16/2020,Charaxes castor,1.0
01/16/2020,Chilasa clytia,4.0
01/16/2020,Hebomoia glaucippe,2.0
01/16/2020,Heliconius charitonius,1.0
01/16/2020,Idea leuconoe,2.0
01/16/2020,Morpho peleides ,88.0
01/16/2020,Papilio dardanus,6.0
01/16/2020,Papilio nireus,1.0
01/16/2020,Papilio ophidicephalus,1.0
01/16/2020,Papilio thoas,3.0
01/16/2020,Parides arcas,6.0
01/16/2020,Parthenos sylvia violaceae,1.0
01/16/2020,Phoebis philea,2.0
01/16/2020,Siproeta stelenes,26.0
01/16/2020,Tithorea tarricina,1.0
01/15/2020,Attacus atlas,2.0
01/15/2020,Caligo memnon,8.0
01/15/2020,Doleschallia bisaltidae,3.0
01/15/2020,Dryadula phaetusa,1.0
01/15/2020,Dryas iulia,1.0
01/15/2020,Euxanthe wakefieldi,2.0
01/15/2020,Hamadryas amphinome,1.0
01/15/2020,Hamadryas laodamia,1.0
01/15/2020,Hebomoia glaucippe,1.0
01/15/2020,Heliconius charitonius,2.0
01/15/2020,Idea leuconoe,2.0
01/15/2020,Morpho peleides ,82.0
01/15/2020,Papilio dardanus,5.0
01/15/2020,Papilio demodocus,1.0
01/15/2020,Papilio nephelus,2.0
01/15/2020,Papilio rumanzovia,1.0
01/15/2020,Papilio thoas,1.0
01/15/2020,Parides arcas,7.0
01/15/2020,Parthenos sylvia violaceae,3.0
01/15/2020,Siproeta stelenes,36.0
01/15/2020,Tithorea tarricina,2.0
01/14/2020,Caligo memnon,13.0
01/14/2020,Cethosia cyane,2.0
01/14/2020,Charaxes brutus,2.0
01/14/2020,Charaxes candiope,1.0
01/14/2020,Charaxes castor,1.0
01/14/2020,Charaxes varanes,1.0
01/14/2020,Doleschallia bisaltidae,2.0
01/14/2020,Dryas iulia,10.0
01/14/2020,Euxanthe wakefieldi,4.0
01/14/2020,Hamadryas amphinome,4.0
01/14/2020,Hamadryas februa,1.0
01/14/2020,Hamadryas laodamia,6.0
01/14/2020,Heliconius charitonius,9.0
01/14/2020,Heliconius erato/melpomene,7.0
01/14/2020,Heliconius hewitsoni,7.0
01/14/2020,Heliconius sapho,2.0
01/14/2020,Heliconius sara,2.0
01/14/2020,Morpho peleides ,28.0
01/14/2020,Papilio demodocus,1.0
01/14/2020,Papilio nephelus,2.0
01/14/2020,Papilio nireus,1.0
01/14/2020,Papilio rumanzovia,1.0
01/14/2020,Papilio thoas,2.0
01/14/2020,Parides arcas,4.0
01/14/2020,Phoebis philea,3.0
01/14/2020,Prepona omphale,2.0
01/14/2020,Salamis parhassus,1.0
01/14/2020,Siproeta stelenes,34.0
01/14/2020,Tithorea tarricina,4.0
01/13/2020,Attacus atlas,2.0
01/13/2020,Caligo memnon,12.0
01/13/2020,Catonephele numilia,3.0
01/13/2020,Cethosia cyane,6.0
01/13/2020,Charaxes brutus,1.0
01/13/2020,Charaxes candiope,2.0
01/13/2020,Charaxes castor,1.0
01/13/2020,Charaxes cithaeron,1.0
01/13/2020,Charaxes protoclea,1.0
01/13/2020,Charaxes varanes,3.0
01/13/2020,Colobura dirce,3.0
01/13/2020,Doleschallia bisaltidae,2.0
01/13/2020,Dryadula phaetusa,2.0
01/13/2020,Dryas iulia,12.0
01/13/2020,Euxanthe wakefieldi,3.0
01/13/2020,Graphium policenes,2.0
01/13/2020,Hamadryas amphinome,2.0
01/13/2020,Hamadryas februa,5.0
01/13/2020,Hamadryas laodamia,1.0
01/13/2020,Heliconius charitonius,7.0
01/13/2020,Heliconius erato/melpomene,21.0
01/13/2020,Heliconius hewitsoni,9.0
01/13/2020,Heliconius sara,1.0
01/13/2020,Hypna clytemnestra,2.0
01/13/2020,Hypolimnas anthedoon,1.0
01/13/2020,Idea leuconoe,5.0
01/13/2020,Memphis eurypyle,1.0
01/13/2020,Morpho peleides ,62.0
01/13/2020,Papilio dardanus,9.0
01/13/2020,Papilio demodocus,2.0
01/13/2020,Papilio lowii,3.0
01/13/2020,Papilio nephelus,4.0
01/13/2020,Papilio nireus,2.0
01/13/2020,Papilio palinurus,4.0
01/13/2020,Papilio rumanzovia,1.0
01/13/2020,Parides arcas,5.0
01/13/2020,Parides iphidamas,1.0
01/13/2020,Parthenos sylvia philippensis,1.0
01/13/2020,Prepona omphale,4.0
01/13/2020,Salamis parhassus,3.0
01/13/2020,Siproeta stelenes,16.0
01/11/2020,Caligo memnon,7.0
01/11/2020,Catonephele numilia,1.0
01/11/2020,Charaxes castor,1.0
01/11/2020,Charaxes cithaeron,1.0
01/11/2020,Dryas iulia,1.0
01/11/2020,Graphium policenes,1.0
01/11/2020,Heliconius hecale,1.0
01/11/2020,Heliconius hewitsoni,3.0
01/11/2020,Hypna clytemnestra,3.0
01/11/2020,Hypolimnas anthedoon,2.0
01/11/2020,Idea leuconoe,2.0
01/11/2020,Memphis eurypyle,2.0
01/11/2020,Morpho peleides ,20.0
01/11/2020,Papilio constantinus,1.0
01/11/2020,Papilio demodocus,1.0
01/11/2020,Papilio lowii,1.0
01/11/2020,Papilio nireus,1.0
01/11/2020,Papilio rumanzovia,1.0
01/11/2020,Papilio thoas,1.0
01/11/2020,Prepona omphale,2.0
01/11/2020,Salamis parhassus,1.0
01/11/2020,Siproeta stelenes,1.0
01/10/2020,Caligo memnon,5.0
01/10/2020,Catonephele numilia,1.0
01/10/2020,Cethosia cyane,1.0
01/10/2020,Colobura dirce,6.0
01/10/2020,Graphium policenes,1.0
01/10/2020,Hebomoia glaucippe,1.0
01/10/2020,Heliconius hecale,1.0
01/10/2020,Heliconius ismenius,6.0
01/10/2020,Heliconius sara,1.0
01/10/2020,Hypna clytemnestra,1.0
01/10/2020,Idea leuconoe,1.0
01/10/2020,Memphis eurypyle,2.0
01/10/2020,Morpho peleides ,7.0
01/10/2020,Papilio demodocus,2.0
01/10/2020,Papilio lowii,2.0
01/10/2020,Papilio nephelus,3.0
01/10/2020,Papilio ophidicephalus,1.0
01/10/2020,Papilio rumanzovia,1.0
01/10/2020,Parides arcas,1.0
01/10/2020,Siproeta stelenes,2.0
01/09/2020,Caligo eurilochus,1.0
01/09/2020,Caligo memnon,3.0
01/09/2020,Catonephele numilia,2.0
01/09/2020,Cethosia cyane,15.0
01/09/2020,Colobura dirce,7.0
01/09/2020,Dryadula phaetusa,2.0
01/09/2020,Hebomoia glaucippe,2.0
01/09/2020,Heliconius erato/melpomene,1.0
01/09/2020,Heliconius hecale,6.0
01/09/2020,Heliconius ismenius,8.0
01/09/2020,Hypna clytemnestra,1.0
01/09/2020,Memphis eurypyle,4.0
01/09/2020,Morpho peleides ,10.0
01/09/2020,Pachliopta kotzebuea,1.0
01/09/2020,Papilio constantinus,1.0
01/09/2020,Papilio dardanus,3.0
01/09/2020,Papilio lowii,3.0
01/09/2020,Papilio nephelus,1.0
01/09/2020,Parthenos sylvia lilacinus,2.0
01/09/2020,Prepona omphale,2.0
01/09/2020,Siproeta epaphus,1.0
01/09/2020,Siproeta stelenes,8.0
01/08/2020,Argema mimosae,1.0
01/08/2020,Attacus atlas,2.0
01/08/2020,Caligo atreus,2.0
01/08/2020,Caligo memnon,6.0
01/08/2020,Catonephele numilia,6.0
01/08/2020,Cethosia cyane,6.0
01/08/2020,Colobura dirce,2.0
01/08/2020,Doleschallia bisaltidae,1.0
01/08/2020,Dryadula phaetusa,6.0
01/08/2020,Dryas iulia,4.0
01/08/2020,Greta oto,1.0
01/08/2020,Hebomoia glaucippe,4.0
01/08/2020,Heliconius charitonius,15.0
01/08/2020,Heliconius erato/melpomene,10.0
01/08/2020,Heliconius hecale,13.0
01/08/2020,Heliconius hewitsoni,5.0
01/08/2020,Heliconius ismenius,5.0
01/08/2020,Hypna clytemnestra,3.0
01/08/2020,Idea leuconoe,1.0
01/08/2020,Mechanitis polymnia,4.0
01/08/2020,Memphis eurypyle,6.0
01/08/2020,Morpho peleides ,12.0
01/08/2020,Papilio dardanus,2.0
01/08/2020,Papilio nephelus,1.0
01/08/2020,Papilio nireus,2.0
01/08/2020,Papilio rumanzovia,2.0
01/08/2020,Parthenos sylvia lilacinus,1.0
01/08/2020,Prepona omphale,1.0
01/08/2020,Siproeta epaphus,9.0
01/08/2020,Siproeta stelenes,8.0
01/08/2020,Tithorea tarricina,2.0
01/07/2020,Caligo memnon,1.0
01/07/2020,Catonephele numilia,1.0
01/07/2020,Doleschallia bisaltidae,2.0
01/07/2020,Dryadula phaetusa,2.0
01/07/2020,Dryas iulia,5.0
01/07/2020,Eueides isabella,1.0
01/07/2020,Hamadryas feronia,3.0
01/07/2020,Heliconius charitonius,10.0
01/07/2020,Heliconius hecale,1.0
01/07/2020,Heliconius hewitsoni,2.0
01/07/2020,Hypna clytemnestra,1.0
01/07/2020,Memphis eurypyle,4.0
01/07/2020,Morpho peleides ,1.0
01/07/2020,Papilio dardanus,4.0
01/07/2020,Papilio lowii,1.0
01/07/2020,Papilio memnon,1.0
01/07/2020,Papilio ophidicephalus,1.0
01/07/2020,Papilio rumanzovia,5.0
01/07/2020,Parides arcas,1.0
01/07/2020,Parthenos sylvia philippensis,2.0
01/07/2020,Siproeta epaphus,7.0
01/07/2020,Siproeta stelenes,2.0
01/07/2020,Tithorea tarricina,1.0
01/06/2020,Attacus atlas,1.0
01/06/2020,Caligo memnon,4.0
01/06/2020,Catonephele numilia,4.0
01/06/2020,Charaxes castor,1.0
01/06/2020,Charaxes protoclea,2.0
01/06/2020,Doleschallia bisaltidae,1.0
01/06/2020,Dryas iulia,5.0
01/06/2020,Graphium agamemnon,5.0
01/06/2020,Graphium policenes,1.0
01/06/2020,Hamadryas februa,5.0
01/06/2020,Hamadryas feronia,1.0
01/06/2020,Heliconius charitonius,2.0
01/06/2020,Heliconius erato/melpomene,3.0
01/06/2020,Heliconius hecale,2.0
